Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
myfUsKf;lever seated reverse fly;Pájaros sentado en máquina de palanca;delts;shoulders;leverage machine;https://static.exercisedb.dev/media/myfUsKf.gif;Step:1 Adjust the seat height and position yourself on the machine with your chest against the pad and your feet flat on the floor. | Step:2 Grasp the handles with an overhand grip and keep your arms slightly bent. | Step:3 Exhale and squeeze your shoulder blades together as you pull the handles back and outward, away from your body. | Step:4 Pause for a moment at the peak contraction, then inhale and slowly return to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ajusta el asiento, pecho contra el apoyo y pies planos en el suelo.
Step:2 Sujeta los agarres en prono, brazos ligeramente flexionados.
Step:3 Exhala y realiza una retracción escapular tirando hacia atrás y afuera.
Step:4 Pausa en el punto de máxima contracción e inhala al volver controlado.
Step:5 Repite.";trapezius, rhomboids
EKXOMEh;dumbbell rear delt row_shoulder;Remo para deltoides posterior con mancuerna;delts;shoulders;dumbbell;https://static.exercisedb.dev/media/EKXOMEh.gif;Step:1 Stand with your feet shoulder-width apart and knees slightly bent. | Step:2 Hold a dumbbell in each hand with your palms facing your body. | Step:3 Bend forward at the waist, keeping your back straight and your core engaged. | Step:4 Extend your arms straight down towards the floor, with a slight bend in your elbows. | Step:5 Raise the dumbbells out to the sides, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Step:7 Repeat for the desired number of repetitions.;"Step:1 De pie, pies a anchura de hombros y rodillas algo flexionadas.
Step:2 Mancuernas con palmas hacia el cuerpo.
Step:3 Realiza una bisagra de cadera manteniendo espalda recta y core activo.
Step:4 Brazos extendidos hacia el suelo, codos algo flexionados.
Step:5 Eleva las mancuernas lateralmente realizando retracción escapular.
Step:6 Pausa arriba y baja lentamente.
Step:7 Repite.";trapezius, rhomboids
xiHiJcA;lever seated reverse fly (parallel grip);Pájaros sentado en máquina (agarre paralelo);delts;shoulders;leverage machine;https://static.exercisedb.dev/media/xiHiJcA.gif;Step:1 Adjust the seat height and position yourself on the machine with your chest against the pad and your feet flat on the floor. | Step:2 Grasp the handles with a parallel grip, palms facing each other, and keep your arms slightly bent. | Step:3 Exhale and squeeze your shoulder blades together as you pull the handles back and outward, away from your body. | Step:4 Pause for a moment at the peak contraction, then inhale and slowly return to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ajusta el asiento, pecho contra el apoyo.
Step:2 Sujeta los agarres con agarre neutro (palmas enfrentadas).
Step:3 Exhala y tira hacia atrás abriendo los brazos.
Step:4 Pausa en contracción máxima e inhala al volver.
Step:5 Repite.";trapezius, rhomboids
4Leypho;barbell skier;Skier con barra;delts;shoulders;barbell;https://static.exercisedb.dev/media/4Leypho.gif;Step:1 Stand with your feet shoulder-width apart and hold a barbell in front of your thighs with an overhand grip. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up. | Step:3 Simultaneously lift the barbell up towards your shoulders while jumping slightly off the ground. | Step:4 As you reach the top of the movement, quickly reverse the motion and lower the barbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie con los pies a la anchura de los hombros y sujeta la barra frente a los muslos con agarre prono.
Step:2 Flexiona ligeramente las rodillas y realiza una bisagra de cadera, manteniendo la espalda recta y el pecho arriba.
Step:3 Eleva simultáneamente la barra hacia los hombros mientras realizas un pequeño salto.
Step:4 Al alcanzar la parte superior, revierte rápidamente el movimiento y baja la barra a la posición inicial.
Step:5 Repite las veces deseadas.";triceps, core
Gpn4ADc;smith behind neck press;Press tras nuca en máquina Smith;delts;shoulders;smith machine;https://static.exercisedb.dev/media/Gpn4ADc.gif;Step:1 Adjust the seat height of the smith machine so that the bar is at shoulder level. | Step:2 Stand with your feet shoulder-width apart and your knees slightly bent. | Step:3 Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Lift the bar off the rack and step back, maintaining a stable stance. | Step:5 Lower the bar down to the back of your neck, keeping your elbows pointing forward. | Step:6 Press the bar up overhead until your arms are fully extended. | Step:7 Pause for a moment at the top, then slowly lower the bar back down to the starting position. | Step:8 Repeat for the desired number of repetitions.;"Step:1 Ajusta el asiento de la máquina Smith para que la barra quede a nivel del hombro.
Step:2 Sitúate con los pies a la anchura de los hombros y las rodillas algo flexionadas.
Step:3 Sujeta la barra con agarre prono, algo más ancho que los hombros.
Step:4 Desbloquea la barra del rack y mantén una postura estable.
Step:5 Baja la barra hacia la parte posterior del cuello, manteniendo los codos apuntando hacia adelante.
Step:6 Empuja la barra hacia arriba hasta que los brazos estén completamente extendidos.
Step:7 Pausa arriba un momento y baja lentamente la barra a la posición inicial.
Step:8 Repite las veces deseadas.";triceps, upper back
dRTfGZT;lever lateral raise;Elevación lateral en máquina de palanca;delts;shoulders;leverage machine;https://static.exercisedb.dev/media/dRTfGZT.gif;Step:1 Adjust the seat height and position yourself on the machine with your back against the pad. | Step:2 Grasp the handles with an overhand grip and keep your arms straight. | Step:3 Exhale and raise your arms out to the sides until they are parallel to the floor. | Step:4 Pause for a moment at the top, then inhale and slowly lower your arms back to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ajusta el asiento y colócate en la máquina con la espalda contra el apoyo.
Step:2 Sujeta los agarres con agarre prono y mantén los brazos rectos.
Step:3 Exhala y eleva los brazos lateralmente hasta que estén paralelos al suelo.
Step:4 Pausa arriba un momento, inhala y baja lentamente a la posición inicial.
Step:5 Repite las veces deseadas.";traps, upper back
mu5Guxt;dumbbell rear delt raise;Elevación de deltoides posterior con mancuerna;delts;shoulders;dumbbell;https://static.exercisedb.dev/media/mu5Guxt.gif;Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:3 Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor. | Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie con los pies a la anchura de los hombros, mancuernas en cada mano y palmas hacia el cuerpo.
Step:2 Flexiona ligeramente las rodillas y realiza una bisagra de cadera, manteniendo la espalda recta.
Step:3 Eleva los brazos lateralmente con una ligera flexión de codos hasta que estén paralelos al suelo.
Step:4 Pausa arriba un momento y baja lentamente a la posición inicial.
Step:5 Repite las veces deseadas.";trapezius, rhomboids
1TkiAFK;dumbbell one arm shoulder press v. 2;Press de hombros a una mano con mancuerna (v.2);delts;shoulders;dumbbell;https://static.exercisedb.dev/media/1TkiAFK.gif;Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in one hand at shoulder level, palm facing forward. | Step:2 Engage your core and press the dumbbell straight up overhead, fully extending your arm. | Step:3 Pause for a moment at the top, then slowly lower the dumbbell back to shoulder level. | Step:4 Repeat for the desired number of repetitions, then switch to the other arm.;"Step:1 De pie, pies a la anchura de los hombros, sujeta una mancuerna a nivel del hombro con la palma hacia adelante.
Step:2 Activa el core y empuja la mancuerna verticalmente sobre la cabeza, extendiendo el brazo por completo.
Step:3 Pausa arriba un momento y baja lentamente al nivel del hombro.
Step:4 Repite las veces deseadas y cambia de brazo.";triceps, upper back
xDh0lJr;standing behind neck press;Press tras nuca de pie;delts;shoulders;barbell;https://static.exercisedb.dev/media/xDh0lJr.gif;Step:1 Stand with your feet shoulder-width apart and hold the barbell behind your neck with an overhand grip. | Step:2 Keep your back straight and core engaged. | Step:3 Press the barbell overhead by extending your arms, fully extending your elbows. | Step:4 Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 De pie, pies a la anchura de los hombros, sujeta la barra tras la nuca con agarre prono.
Step:2 Mantén la espalda recta y el core activo.
Step:3 Empuja la barra sobre la cabeza extendiendo los brazos y bloqueando codos.
Step:4 Pausa arriba un momento y baja lentamente a la posición inicial.
Step:5 Repite las veces deseadas.";triceps, upper back
ZfyAGhK;cable standing rear delt row (with rope);Remo de deltoides posterior con cuerda en polea;delts;shoulders;cable;https://static.exercisedb.dev/media/ZfyAGhK.gif;Step:1 Stand facing a cable machine with your feet shoulder-width apart. | Step:2 Hold the cable attachment with both hands, palms facing each other, and step back to create tension in the cable. | Step:3 Keep your back straight and your core engaged. | Step:4 Pull the cable towards your body, squeezing your shoulder blades together. | Step:5 Pause for a moment at the peak of the movement, then slowly release the cable back to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Frente a la polea, pies a la anchura de los hombros.
Step:2 Sujeta el agarre de cuerda con ambas manos (palmas enfrentadas) y da un paso atrás para generar tensión.
Step:3 Mantén la espalda recta y el core activo.
Step:4 Tira de la cuerda hacia tu cuerpo realizando una retracción escapular.
Step:5 Pausa un momento en el pico de contracción y vuelve lentamente.
Step:6 Repite las veces deseadas.";trapezius, rhomboids, biceps
fprd84i;ez barbell anti gravity press;Press anti-gravedad con barra EZ;delts;shoulders;ez barbell;https://static.exercisedb.dev/media/fprd84i.gif;Step:1 Start by standing with your feet shoulder-width apart and holding the ez barbell with an overhand grip. | Step:2 Raise the barbell to shoulder height, keeping your elbows slightly bent and your palms facing forward. | Step:3 Press the barbell overhead, extending your arms fully. | Step:4 Lower the barbell back to shoulder height and repeat for the desired number of repetitions.;"Step:1 De pie, pies a la anchura de los hombros, sujeta la barra EZ con agarre prono.
Step:2 Eleva la barra a la altura de los hombros, codos ligeramente flexionados y palmas al frente.
Step:3 Empuja la barra sobre la cabeza hasta extender los brazos.
Step:4 Baja al nivel del hombro y repite las veces deseadas.";triceps, chest
yWxMvB5;kettlebell thruster;Thruster con kettlebell;delts;shoulders;kettlebell;https://static.exercisedb.dev/media/yWxMvB5.gif;Step:1 Start by standing with your feet shoulder-width apart, holding a kettlebell in front of your chest with both hands, palms facing each other. | Step:2 Lower into a squat position by bending your knees and pushing your hips back, keeping your chest up and your back straight. | Step:3 As you reach the bottom of the squat, explosively drive through your heels to stand up, simultaneously pressing the kettlebell overhead. | Step:4 Lock out your arms at the top of the movement, fully extending your elbows. | Step:5 Lower the kettlebell back to the starting position by reversing the movement, bending your elbows and lowering the weight back to your chest. | Step:6 Repeat for the desired number of repetitions.;"Step:1 De pie, pies a la anchura de los hombros, sujeta la pesa rusa frente al pecho con ambas manos (palmas enfrentadas).
Step:2 Baja a posición de sentadilla flexionando rodillas y cadera, manteniendo el pecho arriba.
Step:3 Al llegar al fondo, empuja explosivamente con los talones para subir mientras presionas la pesa sobre la cabeza.
Step:4 Bloquea los brazos arriba con extensión completa de codos.
Step:5 Baja la pesa al pecho revirtiendo el movimiento.
Step:6 Repite las veces deseadas.";quadriceps, glutes, core
